1	33114.67188
2	35263.66016
3	32599.50195
4	33108.53516
5	32035.26953
6	32893.88281
7	33494.91016
8	32378.71484
9	32231.52344
10	32607.67773
11	32893.88281
12	29066.91602
13	31219.58398
14	29729.27539
15	31451.4082
16	31219.58398
17	29596.80273
18	30575.62305
19	30661.48633
20	30759.61328
21	30833.20703
22	30833.20703
23	30555.81055
24	29471.68945
25	31749.06445
26	30645.87305
27	30695.83008
28	29802.86914
29	29888.73242
30	31734.75391
31	31657.47656
32	32519.21484
33	30189.24609
34	33306.01953
35	34696.97266
36	36442.82031
37	34851.52734
38	37839.50391
39	41136.58203
40	41445.68359
41	50409.62109
42	56076.48047
43	65521.23828
44	72046.71094
45	77198.39844
46	84925.92969
47	86471.4375
48	91794.84375
49	92653.46094
50	84754.21094
51	97289.98438
52	89905.89844
53	94327.76562
54	91494.33594
55	96259.64844
56	96568.75
57	98320.32031
58	87244.19531
59	91365.53906
60	96671.78125
61	95744.47656
62	91623.125
63	98062.73438
64	95916.19531
65	95744.47656
66	94542.42188
67	94198.96875
68	92138.29688
69	96517.22656
70	97289.98438
71	100123.41406
72	98835.49219
73	96087.92188
74	100380.99219
75	97976.875
76	97289.98438
77	101411.33594
78	94198.96875
79	102956.84375
80	97805.14844
81	101926.5
82	93168.63281
83	100896.16406
84	93512.07812
85	95229.30469
86	89691.24219
87	93426.21875
88	100295.13281
89	93426.21875
90	100690.10156
91	91794.84375
92	98706.69531
93	91623.125
94	90936.23438
95	88016.94531
96	96259.64844
97	92138.29688
98	84582.48438
99	85441.10156
100	95229.30469
101	91279.67969
102	88789.69531
103	92653.46094
104	94971.72656
105	82865.25781
106	81319.75
107	90249.34375
108	85441.10156
109	76168.0625
110	73935.66406
111	78228.73438
112	88016.94531
113	77198.39844
114	77713.57031
115	81834.92188
116	83895.59375
117	80804.57812
118	71943.67969
119	76168.0625
120	77713.57031
121	82350.08594
122	69213.28125
123	69728.45312
124	72046.71094
125	74107.39062
126	72561.88281
127	74004.35156
128	74107.39062
129	69470.86719
130	68698.11719
131	64834.34766
132	67410.19531
133	65658.625
134	63975.73438
135	58652.32422
136	59682.66016
137	58137.15234
138	66551.57812
139	63288.84375
140	59682.66016
141	58995.76562
142	56591.64844
143	62258.50391
144	62516.08984
145	57209.84766
146	57879.57031
147	57621.98438
148	59682.66016
149	49894.45312
150	54530.97266
151	57793.71094
152	58995.76562
153	56248.20312
154	53809.73438
155	56334.0625
156	49722.73047
157	50581.34766
158	53157.19141
159	49121.69922
160	54530.97266
161	51439.96094
162	46803.44141
163	49894.45312
164	46030.6875
165	55904.75391
166	50152.03906
167	48348.94531
168	49207.55859
169	48039.84766
170	51955.12891
171	52212.71484
172	46288.27344
173	49894.45312
174	44154.0
175	49121.69922
176	45051.86719
177	48091.36328
178	45773.10156
179	46545.85547
180	48520.67188
181	43583.63672
182	51336.92578
183	44227.59766
184	43815.46094
185	45000.35156
186	50066.17578
187	42939.67578
188	44055.87109
189	43609.39453
190	46288.27344
191	44227.59766
192	43403.32812
193	49482.31641
194	44399.32031
195	42081.0625
196	44356.39062
197	43970.01172
198	48039.84766
199	43841.21875
200	44227.59766
201	44742.76562
202	43712.42969
203	46975.16406
204	42372.98828
205	43712.42969
206	44055.87109
207	41136.58203
208	41480.02734
209	40235.03906
210	44742.76562
211	42939.67578
212	44742.76562
213	43197.25781
214	47061.02344
215	45429.66016
216	42424.50391
217	45601.37891
218	40879.0
219	38560.73828
220	40750.20703
221	40879.0
222	44485.17969
223	44227.59766
224	43197.25781
225	43283.11719
226	40363.83203
227	40277.96875
228	40930.51562
229	42853.8125
230	39719.87109
231	41394.16797
232	38818.32422
233	40930.51562
234	38990.04688
235	38560.73828
236	42510.36719
237	43094.22656
238	42510.36719
239	42166.92188
240	39333.49219
241	39075.91016
242	42510.36719
243	38131.42969
244	42682.08984
245	37787.98828
246	38389.01562
247	40106.24609
248	43123.66016
249	38689.53125
250	37530.40234
251	40106.24609
252	38487.14062
253	38217.29688
254	39848.66016
255	39333.49219
256	42682.08984
257	40363.83203
258	43454.84375
259	36242.48047
260	42682.08984
261	40621.41406
262	40106.24609
263	37186.95703
264	36397.03125
265	38303.15625
266	38303.15625
267	37101.09375
268	37186.95703
269	36500.06641
270	41308.30859
271	41651.75391
272	40827.48438
273	39204.69922
274	39591.07812
275	36757.64844
276	33924.21875
277	38045.57031
278	38560.73828
279	34310.59766
280	37604.0
281	41909.33594
282	35126.28125
283	40879.0
284	39591.07812
285	39738.26953
286	32121.12891
287	36328.33984
288	34782.83203
289	34696.97266
290	36500.06641
291	33924.21875
292	37015.23438
293	31992.33789
294	36868.04297
295	37015.23438
296	33409.05078
297	32378.71484
298	36843.50781
299	36886.44141
300	34748.48828

